Installation_Year,Operational_Hours,Temperature_C,Vibration_mms,Sound_dB,Oil_Level_pct,Coolant_Level_pct,Power_Consumption_kW,Last_Maintenance_Days_Ago,Maintenance_History_Count,Failure_History_Count,AI_Supervision,Error_Codes_Last_30_Days,Remaining_Useful_Life_days,Failure_Within_7_Days,AI_Override_Events,Machine_Type_AGV,Machine_Type_Automated_Screwdriver,Machine_Type_Boiler,Machine_Type_CMM,Machine_Type_CNC_Lathe,Machine_Type_CNC_Mill,Machine_Type_Carton_Former,Machine_Type_Compressor,Machine_Type_Conveyor_Belt,Machine_Type_Crane,Machine_Type_Dryer,Machine_Type_Forklift_Electric,Machine_Type_Furnace,Machine_Type_Grinder,Machine_Type_Heat_Exchanger,Machine_Type_Hydraulic_Press,Machine_Type_Industrial_Chiller,Machine_Type_Injection_Molder,Machine_Type_Labeler,Machine_Type_Laser_Cutter,Machine_Type_Mixer,Machine_Type_Palletizer,Machine_Type_Pick_and_Place,Machine_Type_Press_Brake,Machine_Type_Pump,Machine_Type_Robot_Arm,Machine_Type_Shrink_Wrapper,Machine_Type_Shuttle_System,Machine_Type_Vacuum_Packer,Machine_Type_Valve_Controller,Machine_Type_Vision_System,Machine_Type_XRay_Inspector
2037,62990,61.05,7.53,75.81,77.67,20.23,110.31,338,4,3,0,3,330.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,64660,63.8,5.96,79.39,70.74,78.57,189.08,30,7,3,0,5,312.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2032,99843,64.21,7.42,64.68,99.36,100.0,232.06,168,2,1,0,3,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,87452,71.33,5.8,80.64,34.38,61.58,140.53,346,4,0,1,2,68.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017,36471,63.28,2.47,72.15,100.0,37.31,164.45,180,8,1,1,3,585.0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,54619,74.26,4.54,81.6,54.32,82.7,117.66,323,4,0,0,5,367.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,7146,87.38,4.59,63.18,64.94,65.7,185.51,248,4,3,0,5,958.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035,35655,87.56,6.26,73.32,30.35,86.97,85.12,287,5,4,0,4,603.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,51505,64.11,12.39,83.59,76.67,92.84,92.08,176,4,1,0,3,490.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2033,14742,45.99,4.81,69.59,89.91,100.0,45.12,353,8,1,1,5,888.0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,66813,78.15,10.14,61.94,52.84,32.74,95.44,27,1,2,0,6,226.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2038,22535,79.82,11.52,64.78,80.81,87.47,180.11,41,3,2,1,5,759.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2039,32202,45.51,5.33,72.7,75.72,78.43,48.73,53,4,1,1,4,662.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011,39612,53.15,2.42,77.85,70.65,100.0,271.97,79,4,2,1,1,606.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2038,97936,53.13,11.88,71.17,76.66,54.26,169.98,178,7,2,0,1,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2040,12626,75.26,11.91,75.62,61.49,32.83,82.5,286,3,2,0,2,886.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,30921,73.0,6.09,82.77,93.3,32.48,136.16,168,4,1,0,2,584.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2036,8374,58.75,10.1,57.68,93.57,67.71,96.25,309,9,0,1,3,850.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014,22173,61.19,19.72,75.87,60.24,82.71,163.44,284,5,1,1,2,642.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2038,31198,74.72,10.27,81.14,68.45,75.09,33.93,206,7,2,0,4,594.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,24870,45.24,4.0,72.32,37.31,95.94,176.13,69,2,1,0,4,741.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2010,86600,59.36,20.3,62.14,95.53,47.55,89.51,333,4,2,1,3,95.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2002,52628,115.14,17.25,90.32,65.43,84.81,117.61,79,5,0,1,3,364.0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2002,96054,68.79,10.28,79.59,41.53,61.11,110.33,0,7,1,1,3,0.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,72305,56.31,6.95,86.19,92.41,66.59,224.23,52,5,5,1,6,252.0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,59242,46.15,19.44,67.95,83.34,38.67,101.3,219,4,2,0,7,338.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019,30718,80.52,3.38,82.49,56.79,46.58,167.08,211,8,0,1,1,715.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,91028,53.54,7.45,80.84,92.93,99.31,152.54,11,8,3,0,3,60.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,18377,76.1,10.2,82.97,19.09,71.32,150.4,309,3,0,1,3,820.0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2034,40324,55.48,13.84,78.07,67.3,65.85,53.7,63,8,1,0,7,569.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,90900,88.69,12.59,83.08,66.05,46.59,91.05,44,4,5,0,2,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,52455,76.15,7.14,78.02,47.98,64.65,151.96,151,2,2,1,4,366.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,19281,55.36,6.31,78.66,49.08,69.68,218.79,252,4,5,0,4,766.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2021,2026,34.79,12.61,68.05,59.62,56.64,118.78,201,4,3,1,1,915.0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,99031,76.93,7.43,79.45,45.41,68.87,193.45,154,5,1,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2010,34600,36.12,3.37,75.52,52.52,67.8,132.04,196,6,2,0,5,579.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2037,60356,66.15,8.97,91.9,69.53,59.96,87.05,201,5,3,1,2,398.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2006,94923,69.68,0.29,65.4,76.35,62.58,278.36,159,4,1,0,2,72.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011,30273,55.48,6.35,99.14,46.21,83.54,63.27,273,8,1,0,2,657.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,21345,77.02,10.12,90.12,67.35,55.99,218.79,52,6,3,0,2,740.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,50733,69.91,13.9,60.76,79.68,31.31,123.86,169,9,2,0,4,398.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2001,54045,31.74,17.74,76.0,66.29,54.65,187.28,351,3,1,0,2,457.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,69204,56.27,13.83,87.28,69.93,29.73,285.31,350,6,3,0,6,203.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,17963,58.32,13.39,58.33,78.45,85.25,181.21,265,5,2,1,2,800.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2040,25262,59.16,8.04,82.83,55.53,36.41,233.23,310,3,0,0,1,716.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,70153,48.0,10.64,67.34,43.52,65.48,90.38,305,3,1,0,5,337.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,3606,46.03,15.5,69.49,70.58,59.62,178.5,268,4,0,0,1,972.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,76535,64.78,11.95,74.81,90.19,55.05,172.8,215,3,2,1,3,160.0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2038,57686,76.54,4.21,81.22,87.59,100.0,91.93,167,10,4,0,3,409.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,21288,54.88,9.09,69.31,87.36,74.91,89.08,217,5,1,1,2,820.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2034,75075,58.07,11.67,80.29,93.59,52.42,114.39,159,11,5,1,2,232.0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,21131,36.14,5.4,78.86,51.03,38.68,180.81,310,5,1,1,1,806.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,12070,58.63,-2.12,62.37,79.06,55.75,270.02,281,9,2,0,5,772.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,13176,72.89,15.21,86.33,60.0,63.51,-27.63,197,2,4,1,2,853.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2007,65638,72.89,7.89,59.88,72.74,81.18,106.32,126,5,1,0,3,313.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2005,45541,66.17,1.84,82.57,54.72,78.62,41.77,275,4,3,0,2,537.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2037,64323,60.38,4.89,71.77,90.61,37.2,-21.17,149,2,1,0,4,406.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2032,96216,78.29,11.64,68.18,59.74,97.67,165.13,297,5,4,1,2,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017,48582,45.27,13.91,74.82,84.67,40.65,138.89,147,7,2,0,0,568.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008,39780,62.01,6.56,62.21,74.28,50.55,173.42,259,11,3,0,4,561.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2026,89139,69.02,15.91,86.26,61.43,64.77,317.67,30,8,1,1,3,30.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2034,59675,49.85,7.78,68.5,84.61,35.77,198.92,272,5,4,1,7,355.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2006,47576,66.31,14.23,72.24,61.87,58.4,62.11,62,4,3,0,4,598.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013,22333,83.55,11.24,81.32,65.37,77.09,225.47,47,6,1,0,1,677.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2032,7461,70.78,21.22,72.39,76.88,89.99,95.71,84,5,1,0,6,822.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,98100,96.68,15.51,68.13,75.0,68.76,217.34,104,6,3,0,3,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,98204,44.02,17.04,81.63,73.14,85.25,100.18,68,5,4,0,1,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2032,76698,39.44,5.53,49.25,100.0,47.23,110.12,277,5,3,0,3,142.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,52067,82.87,16.87,73.41,54.19,100.0,218.11,303,5,2,1,2,375.0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2034,96282,49.29,13.56,76.31,46.85,50.62,216.58,197,8,3,0,3,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,12985,59.93,7.24,68.64,71.31,71.9,39.98,23,4,2,1,4,745.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,92132,83.6,1.65,64.83,75.39,61.37,141.54,316,6,1,0,4,51.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,59845,71.16,8.35,83.33,55.66,83.63,181.2,193,4,6,1,4,412.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2007,37310,52.2,13.0,85.53,76.84,59.8,169.88,230,5,3,0,3,523.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,35980,32.66,8.64,76.08,68.11,77.9,179.61,3,1,2,0,0,586.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2040,29027,47.86,19.99,69.57,79.43,22.32,78.6,19,11,3,0,1,603.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,62085,71.86,16.73,91.1,93.1,78.63,88.13,214,3,1,0,5,296.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,31326,47.02,8.52,74.81,52.64,100.0,145.98,203,3,4,0,2,690.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,82320,72.02,8.35,86.94,56.85,65.78,207.01,268,8,1,0,2,149.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,83811,75.95,5.28,67.99,35.85,93.32,42.18,94,10,2,0,3,99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019,91482,73.31,14.12,81.48,98.7,61.36,45.17,362,3,4,1,2,12.0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2028,36350,87.82,10.38,58.03,52.65,100.0,281.76,157,3,2,0,3,612.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2036,17940,32.49,14.42,75.08,73.69,76.57,86.31,67,5,4,0,3,782.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,2323,40.97,16.46,69.95,55.99,45.48,219.85,181,3,2,1,6,870.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024,15229,72.49,7.98,68.44,64.25,85.37,74.19,171,4,1,0,3,793.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2035,54855,74.32,15.92,68.66,66.12,60.19,242.89,108,6,2,0,3,405.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016,49784,68.18,9.86,88.35,93.77,100.0,107.56,302,4,1,1,8,433.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2019,34478,68.28,8.24,67.62,55.77,32.97,165.07,321,10,2,1,2,733.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2002,29430,52.26,8.54,77.12,100.0,56.95,234.95,5,4,3,0,2,739.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,9890,19.37,6.37,78.0,50.97,15.97,211.8,58,5,2,0,4,925.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018,11759,65.97,11.98,73.08,100.0,36.8,207.72,217,6,3,0,5,820.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2002,58308,73.25,9.81,70.81,78.71,74.75,160.03,350,8,2,0,0,332.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2038,48907,64.91,7.34,76.87,61.64,55.56,128.36,332,5,1,1,1,444.0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,13947,60.6,3.28,96.94,42.94,70.32,47.19,85,0,3,0,3,832.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2007,30125,59.19,1.1,86.98,35.57,26.81,153.86,9,6,1,1,9,743.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2032,43293,45.18,9.9,62.87,68.89,71.51,278.05,183,2,1,0,5,549.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,51903,74.01,15.16,63.38,78.34,66.52,123.87,231,4,0,1,4,343.0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031,30269,40.1,5.45,71.28,76.64,45.84,168.39,284,3,0,0,3,688.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2039,6451,54.82,9.14,77.54,73.98,42.82,171.68,10,4,5,0,0,963.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2021,98049,41.38,15.8,66.43,72.4,89.29,177.43,91,3,3,0,4,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2013,43898,64.12,7.44,53.19,74.87,42.73,203.74,90,8,4,0,1,497.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2009,40366,34.95,11.68,85.03,12.7,65.5,102.56,94,6,1,1,1,606.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,26431,57.97,5.14,69.33,62.2,79.39,127.74,103,3,2,0,3,743.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2001,25714,44.27,4.58,74.06,79.94,70.78,285.84,76,6,0,0,6,634.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2003,57335,91.69,10.96,76.47,68.42,51.11,224.6,234,7,0,1,2,329.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2026,12647,66.88,8.36,81.18,92.52,64.98,254.14,285,7,1,0,3,817.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,7191,49.53,11.99,80.83,56.54,73.57,48.79,122,5,0,0,4,945.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012,75115,54.04,1.38,62.04,55.5,53.83,18.91,143,4,2,0,4,117.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2034,64834,54.15,7.97,69.2,94.56,92.72,94.49,263,9,0,0,1,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2010,48980,30.1,13.09,76.23,57.28,89.38,161.13,28,6,1,0,3,506.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,81541,69.11,7.35,80.54,32.36,84.47,183.21,71,5,2,0,0,213.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,14092,82.23,13.07,92.91,98.65,81.43,147.67,95,4,0,0,2,752.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2034,97034,77.53,5.51,78.98,87.94,82.93,126.06,34,3,2,0,3,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,57943,57.64,14.72,74.06,47.0,79.5,182.16,336,7,2,0,2,350.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2040,94507,49.17,17.95,73.67,90.99,78.39,94.89,118,4,2,0,4,63.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2038,5847,59.82,8.94,83.79,48.66,79.1,146.36,60,7,0,0,0,891.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,60132,59.83,13.33,92.36,96.04,68.5,171.31,16,9,2,0,6,374.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2035,58634,58.48,10.55,77.55,77.33,89.67,255.08,190,7,0,0,5,343.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,20982,58.67,14.77,66.93,99.79,18.65,66.03,165,2,2,0,2,754.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
